"代码","名称","最新价","涨跌额","涨跌幅","市值","成交量","成交额","买入价","卖出价","买量","卖量","今开","昨收","最高","最低","量比","委比","振幅","市盈率(静)","换手率","涨跌速率","5分钟涨跌幅","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今","所属行业"
"PHAR","Pharming Group","10.550","-0.230","-2.13%","746709208.20","7852","83370.00","10.530","10.680","500","100","10.720","10.780","10.750","10.500","0.28","66.67%","2.32%","263.750","0.01%","-0.28%","-0.28%","-5.89%","-7.94%","-9.67%","-18.72%","-35.32%","-29.10%","-40.29%","生物技术"
"TASK","TaskUs","8.120","-0.020","-0.25%","744498610.52","1431397","11595785.00","7.010","8.480","100","100","8.100","8.140","8.155","7.845","3.43","0.00%","3.81%","7.381","4.99%","-0.06%","0.00%","-0.25%","+0.50%","+4.64%","+66.39%","+25.70%","-28.97%","+5.68%","信息技术服务"
"TSAT","Telesat","48.830","-2.840","-5.50%","743161446.46","199999","9778276.00","44.600","62.930","300","100","52.120","51.670","52.170","47.980","1.61","50.00%","8.11%","亏损","6.16%","-0.08%","+0.59%","-1.85%","+10.85%","+10.23%","+14.60%","+31.83%","+102.11%","+67.80%","通讯设备"
"MFIC","MidCap Financial Investment Corporation","9.020","-0.210","-2.28%","743001104.56","913211","8259189.00","8.940","9.410","100","200","9.320","9.230","9.370","8.990","2.34","-33.33%","4.12%","13.264","1.12%","-0.17%","-0.06%","-0.22%","-2.91%","-5.09%","-4.89%","-11.00%","-17.38%","-13.45%","资产管理"
"TCBX","Third Coast Bancshares","44.370","-0.030","-0.07%","738981018.90","243096","10743090.00","0.000","0.000","0","0","44.070","44.400","44.440","43.180","2.58","0.00%","2.84%","11.707","1.60%","0.15%","+0.48%","-1.40%","-1.09%","-2.03%","+9.21%","+19.31%","+10.15%","+16.73%","地区银行"
"VBNK","VersaBank","22.790","-0.680","-2.90%","738830810.41","143020","3288161.00","9.250","24.000","100","100","23.500","23.470","23.740","22.640","1.14","0.00%","4.69%","35.443","0.68%","-0.31%","-0.20%","+0.75%","+10.68%","+17.29%","+18.48%","+65.58%","+80.27%","+52.61%","地区银行"
"VTS","Vitesse Energy","17.510","-0.240","-1.35%","737246590.67","973166","17123494.00","17.500","18.790","300","100","17.710","17.750","18.000","17.510","1.58","50.00%","2.76%","27.359","3.08%","0.14%","-0.57%","-4.40%","+3.01%","+4.51%","+14.37%","-0.58%","-16.72%","-2.29%","油气勘探与开发"
"WYFI","WhiteFiber","18.970","+1.110","+6.22%","736948798.46","1556893","29123497.00","19.000","19.050","1100","500","18.370","17.860","19.025","18.136","1.25","37.50%","4.98%","亏损","13.76%","-0.21%","+0.18%","-0.89%","+1.01%","-10.35%","-50.99%","+75.97%","-27.87%","+20.06%","信息技术服务"
"MOV","摩凡陀","33.020","-0.360","-1.08%","736750329.90","423969","13939577.00","30.200","33.970","100","1400","33.270","33.380","33.300","32.440","2.63","-86.67%","2.58%","28.222","2.69%","0.45%","+0.09%","+0.82%","-0.64%","-5.45%","-12.16%","+42.48%","+78.74%","+66.18%","奢侈品"
"NAK","Northern Dynasty Minerals","1.310","+0.040","+3.15%","736379377.22","4796524","6236879.00","1.310","1.330","300","3000","1.270","1.270","1.330","1.251","1.15","-81.82%","6.23%","亏损","0.87%","-1.13%","-0.38%","-7.09%","-13.25%","-21.08%","-27.62%","+2.34%","+50.35%","-33.50%","其他工业金属与采矿"
"BWMN","Bowman Consulting","42.460","0.000","0.00%","735991109.92","344634","14638984.00","42.250","67.980","100","200","42.450","42.460","42.510","42.450","1.06","-33.33%","0.14%","58.164","2.43%","0.00%","-0.02%","+0.09%","-0.35%","-0.21%","+46.16%","+48.31%","-1.05%","+28.59%","建筑工程"
"ABTC","American Bitcoin","10.100","+1.270","+14.38%","735479101.30","4948163","49140106.00","10.010","10.100","500","200","9.165","8.830","10.300","9.165","3.29","42.86%","12.85%","亏损","21.20%","0.89%","+0.52%","+21.39%","+8.14%","+19.24%","-9.10%","-21.71%","-90.53%","-60.39%","资本市场"
"RCBC","RIVER CITY BANK","52.420","-0.550","-1.04%","733611347.50","385031","20189303.00","20.970","83.390","200","100","52.800","52.970","53.230","50.955","4.20","33.33%","4.29%","11.176","5.36%","0.98%","-0.57%","+0.34%","+0.69%","+7.47%","+26.44%","+17.01%","+58.95%","+19.88%","地区银行"
"SWIM","Latham Group","6.200","-0.040","-0.64%","729405733.20","1863514","11573604.00","5.010","7.660","100","2000","6.230","6.240","6.350","6.064","2.62","-90.48%","4.58%","68.888","3.24%","0.00%","-0.56%","-1.90%","-10.27%","-12.55%","+2.48%","+17.20%","-19.27%","-2.36%","建筑产品与设备"
"GOOS","加拿大鹅","7.460","0.000","0.00%","728548143.14","651445","4864121.00","7.480","7.520","100","400","7.470","7.460","7.560","7.420","0.53","-60.00%","1.88%","45.487","1.80%","0.07%","0.00%","-5.93%","-8.47%","-12.75%","-21.22%","-29.36%","-45.51%","-42.39%","服装制造"
"QDEL","窥得儿医药","10.620","-0.470","-4.24%","728271034.74","2978699","31728136.00","10.350","10.800","100","200","11.000","11.090","11.088","10.360","1.48","-33.33%","6.56%","亏损","4.87%","-1.09%","+0.38%","-9.85%","-23.76%","-28.48%","-13.02%","-28.15%","-63.10%","-62.82%","医疗设备"
"SMWB","Similarweb","8.230","-0.110","-1.32%","726286833.92","627987","5178374.00","8.100","8.200","500","100","8.410","8.340","8.410","8.100","1.26","66.67%","3.72%","亏损","1.49%","-0.24%","+0.12%","+1.98%","-7.42%","+0.86%","+59.50%","+226.59%","-15.07%","+9.88%","应用软件"
"NABL","N-able","3.840","-0.180","-4.48%","725399232.00","18038318","69495063.00","3.750","3.970","200","200","4.070","4.020","4.080","3.800","6.11","0.00%","6.97%","亏损","24.49%","-0.13%","+0.13%","-0.52%","-3.76%","+11.95%","+18.15%","-16.52%","-53.17%","-48.66%","信息技术服务"
"WHK","WHITEHAWK MINERALS CORPORATION","26.330","-1.100","-4.01%","725271698.50","2025007","53512516.00","26.160","42.680","100","100","27.230","27.430","28.080","26.240","10.17","0.00%","6.71%","亏损","29.24%","0.02%","-0.27%","-7.45%","-6.43%","-2.91%","-1.57%","+1.27%","+1.27%","+1.27%","油气中游"
"IRWD","Ironwood医药","4.360","+0.130","+3.07%","720446168.92","7691287","33413805.00","4.250","4.360","100","1400","4.200","4.230","4.385","4.170","4.41","-86.67%","5.08%","29.066","5.62%","0.46%","+1.28%","+6.86%","+1.63%","+5.31%","+11.51%","+42.48%","+209.22%","+29.38%","专业与通用药品制造商"
"EVC","超视野传播","7.800","+0.030","+0.39%","719848779.00","1332440","10391597.00","7.500","8.790","200","1200","7.830","7.770","7.860","7.630","1.23","-71.43%","2.96%","亏损","1.91%","-0.13%","-0.19%","-8.85%","-6.68%","-2.26%","-29.99%","+162.16%","+226.09%","+173.86%","广告代理"
"BOT","RoboStrategy","29.550","+1.490","+5.31%","719578846.50","212373","6109736.00","29.200","29.350","300","300","27.850","28.060","29.590","27.501","1.04","0.00%","7.45%","-","0.87%","-0.24%","+0.58%","+10.06%","+8.80%","+4.01%","+12.53%","-24.23%","-24.23%","-24.23%","资产管理"
"BCSF","Bain Capital Specialty Finance","11.090","-0.210","-1.86%","719391742.63","774734","8577653.00","10.950","11.300","100","300","11.240","11.300","11.252","10.950","0.97","-50.00%","2.67%","7.248","1.48%","0.36%","+0.27%","+0.37%","-3.01%","-4.85%","-3.90%","-1.16%","-13.30%","-11.43%","资产管理"
"CCXI","Churchill Capital Corp XI","12.900","+0.825","+6.83%","718530000.00","2994582","38106887.00","12.810","12.940","700","300","12.130","12.075","13.030","12.130","0.96","40.00%","7.45%","-","7.23%","1.01%","-0.08%","+4.71%","-6.66%","-8.32%","+7.59%","+27.22%","+25.73%","+25.73%","空壳公司"
"NVCT","Nuvectis Pharma","22.000","+0.620","+2.90%","718169452.00","880122","19366676.00","21.600","22.500","100","200","21.270","21.380","23.000","21.060","4.55","-33.33%","9.07%","亏损","4.14%","-0.27%","-0.77%","-8.30%","-9.73%","-5.78%","-10.13%","+194.12%","+250.88%","+191.39%","生物技术"
"GPRK","GeoPark","11.040","-0.110","-0.99%","716449113.12","568890","6307463.00","11.010","12.120","100","1000","11.090","11.150","11.422","11.010","0.76","-81.82%","3.69%","11.621","2.50%","0.18%","+0.09%","-3.83%","-7.23%","+12.88%","+19.77%","+15.30%","+87.19%","+50.23%","油气勘探与开发"
"PRS","PRUDENTIAL FINANCIAL INC 5.625%JUNIOR SUBORDINATED NOTES DUE 2058","20.330","-0.165","-0.81%","715447261.00","41522","845773.00","20.170","20.790","600","100","20.450","20.495","20.585","20.250","0.73","71.43%","1.63%","2.710","0.12%","0.15%","+0.15%","+0.79%","-0.73%","-1.45%","-5.91%","-8.79%","-13.43%","-10.64%","-"
"NGVC","Natural Grocers by Vitamin Cottage","30.980","+1.660","+5.66%","713960463.98","380911","11800551.00","26.600","34.550","100","100","29.950","29.320","31.610","29.640","2.21","0.00%","6.72%","15.490","3.60%","0.18%","-0.71%","+8.47%","+13.73%","+13.36%","-4.72%","+20.57%","-11.89%","+25.69%","杂货店"
"CARE","Carter Bankshares","30.790","+0.320","+1.05%","713217435.49","875587","26870177.00","29.300","32.520","300","100","30.160","30.470","30.910","29.820","3.70","50.00%","3.58%","22.311","3.94%","-0.16%","+0.16%","-1.41%","-3.08%","-1.16%","-4.97%","+35.50%","+56.81%","+57.69%","地区银行"
"HNRG","Hallador Energy","15.120","-0.050","-0.33%","712807557.84","1004877","15232440.00","15.150","16.610","900","100","15.190","15.170","15.410","14.900","1.11","80.00%","3.36%","15.750","2.77%","-0.07%","-0.26%","-1.43%","-6.15%","-2.64%","-14.58%","-13.94%","-22.42%","-20.59%","独立电力生产商"
"INDI","indie Semiconductor","3.070","-0.060","-1.92%","711653270.81","11495826","35330735.00","3.080","3.110","200","7700","3.150","3.130","3.170","3.050","2.44","-94.94%","3.83%","亏损","5.35%","0.16%","-0.16%","-8.36%","-11.53%","-23.25%","-14.01%","-3.76%","-15.43%","-13.03%","半导体"
"TRON","Tron Inc","1.500","+0.070","+4.90%","711573096.00","1782111","2664174.00","1.500","1.530","1000","4000","1.460","1.430","1.530","1.440","2.36","-60.00%","6.29%","亏损","3.80%","1.00%","0.00%","-3.23%","-8.54%","-19.79%","+4.90%","-30.88%","-49.66%","+20.97%","休闲"
"EVEX","Eve Holding","2.040","-0.020","-0.97%","710912119.32","1460422","2992804.00","2.010","2.080","100","1100","2.090","2.060","2.090","2.020","1.43","-83.33%","3.40%","亏损","1.50%","0.24%","-0.24%","-3.32%","-9.73%","-19.69%","-22.43%","-16.05%","-49.00%","-48.87%","航空航天与国防"
"STLN","Starling Oncology","6.960","+0.330","+4.98%","709336160.40","3761727","26160328.00","6.960","7.090","100","200","6.620","6.630","7.130","6.620","2.33","-33.33%","7.69%","亏损","4.23%","-0.65%","+0.36%","+12.80%","+16.58%","+6.42%","+32.57%","+135.14%","+123.08%","+95.51%","医疗保健设施"
"MLAB","Mesa Laboratories","126.540","-0.600","-0.47%","708101263.26","136666","17236939.00","57.550","201.740","100","200","126.150","127.140","127.740","124.500","1.09","-33.33%","2.55%","104.578","2.76%","0.00%","-0.12%","+4.69%","-1.55%","+6.33%","+34.14%","+54.62%","+74.13%","+61.92%","科技仪器"
"NFGC","New Found Gold","1.840","+0.010","+0.55%","707217890.16","2896783","5338995.00","1.750","1.880","100","1100","1.850","1.830","1.880","1.810","3.12","-83.33%","3.83%","亏损","1.06%","0.27%","-0.27%","+8.88%","-2.65%","+5.14%","+25.17%","+3.37%","-13.21%","-38.05%","黄金"
"CWBC","西部社区银行","26.050","+0.040","+0.15%","706764581.90","523767","13620612.00","10.440","28.380","200","400","25.830","26.010","26.230","25.439","2.90","-33.33%","3.04%","13.025","2.12%","-0.04%","-0.12%","-0.53%","-1.33%","+0.12%","-2.59%","+16.24%","+23.17%","+17.46%","地区银行"
"PFIS","人民金服","70.540","-0.270","-0.38%","706131288.18","180008","12686766.00","68.500","73.450","1000","200","70.230","70.810","71.275","69.400","2.96","66.67%","2.65%","11.996","1.96%","-0.28%","0.00%","-2.00%","-0.52%","+1.37%","+9.51%","+35.97%","+43.55%","+49.33%","地区银行"
"COLL","Collegium Pharmaceutical","22.770","+0.390","+1.74%","705851624.61","1992650","45168763.00","22.600","23.450","100","100","22.170","22.380","22.930","22.070","2.32","0.00%","3.84%","13.161","6.92%","-0.46%","-0.22%","+0.09%","-3.92%","-17.32%","-36.00%","-29.81%","-36.31%","-50.82%","专业与通用药品制造商"
"SUPV","Grupo Supervielle","8.040","-0.340","-4.06%","703871713.32","348257","2811979.00","7.970","8.440","1100","2000","8.320","8.380","8.359","8.000","0.96","-29.03%","4.29%","亏损","0.90%","0.43%","-0.06%","-5.41%","-8.43%","+5.10%","-14.01%","-2.78%","+60.16%","-31.98%","地区银行"
"IVR","景顺抵押资本","6.450","-0.090","-1.38%","703050000.00","5470959","35359262.00","6.470","6.500","200","8200","6.510","6.540","6.530","6.445","1.37","-95.24%","1.30%","4.886","5.03%","0.15%","-0.12%","-5.15%","-9.15%","-13.18%","-14.83%","-9.62%","+8.17%","-13.50%","抵押贷款REITs"
"CCB","Coastal Financial","45.970","-0.030","-0.07%","702712452.19","321201","14748373.00","45.750","46.250","200","200","45.930","46.000","46.270","45.410","1.65","0.00%","1.87%","15.022","2.44%","-0.41%","-0.20%","-3.14%","-6.55%","-0.28%","-38.60%","-37.36%","-59.54%","-59.88%","地区银行"
"AROW","箭牌金融","37.920","-0.200","-0.52%","702419576.16","277212","10485617.00","25.130","40.500","200","500","37.860","38.120","38.030","37.220","3.88","-42.86%","2.12%","14.309","1.71%","0.07%","-0.08%","-3.14%","-3.88%","-1.07%","-5.32%","+16.69%","+33.61%","+23.76%","地区银行"
"CASS","卡斯信息系统","54.740","-0.730","-1.32%","701008596.26","132596","7247512.00","22.150","75.230","100","100","55.000","55.470","55.220","54.095","1.50","0.00%","2.03%","20.973","1.18%","1.19%","+0.22%","-0.80%","-1.74%","-3.23%","+8.12%","+27.75%","+35.56%","+34.46%","专业商务服务"
"MOMO","挚文集团","4.880","-0.020","-0.41%","700942137.92","1620256","7922845.00","4.850","5.100","100","100","4.900","4.900","4.970","4.855","2.11","0.00%","2.35%","6.902","1.70%","-0.10%","-0.51%","-1.41%","-4.31%","-14.39%","-11.43%","-10.94%","-32.02%","-21.95%","互联网内容与信息"
"BCAL","California Bancorp","21.800","-0.100","-0.46%","700881793.80","574372","12511259.00","21.800","34.880","100","200","21.740","21.900","21.920","21.590","2.38","-33.33%","1.51%","11.295","2.46%","0.02%","-0.18%","-0.05%","+0.60%","+2.83%","+5.72%","+25.06%","+27.09%","+18.03%","地区银行"
"SSYS","Stratasys","8.000","0.000","0.00%","700696000.00","894091","7093930.00","7.980","8.050","200","200","7.990","8.000","8.070","7.780","1.31","0.00%","3.62%","亏损","1.55%","0.25%","+0.19%","+3.63%","+2.96%","+1.78%","-4.08%","+4.71%","-24.03%","-7.83%","计算机硬件"
"ELMT","Elmet Group","22.980","+1.010","+4.60%","699959264.04","1205818","26746099.00","22.720","22.800","100","100","21.800","21.970","23.190","19.820","0.32","0.00%","15.34%","亏损","12.23%","0.48%","+0.39%","+41.94%","+40.38%","+37.85%","+26.89%","+64.14%","+64.14%","+64.14%","航空航天与国防"
"HQ","Horizon Quantum Holdings","13.540","+0.030","+0.22%","698367934.36","991798","13522453.00","13.250","13.490","100","300","13.510","13.510","15.000","12.781","0.82","-50.00%","16.43%","亏损","1.92%","3.06%","-5.31%","-11.04%","-14.25%","-22.18%","-52.34%","+39.44%","+37.46%","+37.46%","软件基础设施"
"IMC","IMC Rare Earths","6.640","-0.110","-1.63%","697864000.00","62827","413692.00","6.170","6.890","100","100","6.520","6.750","6.790","6.405","0.71","0.00%","5.70%","亏损","0.46%","-2.56%","+0.76%","-2.50%","-7.78%","-39.64%","+32.80%","+32.80%","+32.80%","+32.80%","其他工业金属与采矿"
"SOPH","Sophia Genetics","8.190","-0.340","-3.99%","697196886.75","965127","8006697.00","8.190","8.870","400","300","8.550","8.530","8.700","8.120","0.94","14.29%","6.80%","亏损","1.48%","0.00%","+0.24%","+4.07%","-1.33%","-1.68%","+48.37%","+74.26%","+146.69%","+75.37%","健康信息服务"
"PAYS","PaySign","12.340","-0.080","-0.64%","696743005.04","1220257","15043346.00","12.200","12.390","600","1000","12.230","12.420","12.500","12.160","1.41","-25.00%","2.74%","94.923","3.61%","0.08%","+0.08%","-5.15%","-4.78%","-10.71%","+60.47%","+119.57%","+119.57%","+139.61%","软件基础设施"
"MDXG","MiMedx","4.770","+0.080","+1.71%","696106611.00","3904801","18582381.00","4.250","4.800","100","1200","4.650","4.690","4.795","4.614","3.85","-84.62%","3.86%","14.906","3.40%","0.42%","+0.10%","+4.38%","+7.67%","+10.93%","+24.54%","+25.20%","-32.05%","-29.54%","生物技术"
"MSBI","Midland States","33.540","-0.090","-0.27%","696025836.48","436379","14601665.00","19.350","53.520","100","200","33.380","33.630","33.715","32.840","3.17","-33.33%","2.60%","亏损","2.24%","-0.04%","+0.28%","+0.27%","+0.03%","+3.10%","+12.20%","+57.67%","+97.36%","+64.18%","地区银行"
"PFLT","PennantPark","7.010","-0.210","-2.91%","695517450.96","730932","5152601.00","7.020","7.100","600","8000","7.195","7.220","7.200","7.010","1.02","-86.05%","2.63%","9.736","0.74%","0.00%","-0.28%","-0.38%","-4.54%","-3.76%","+2.21%","-1.73%","-16.90%","-15.24%","资产管理"
"OFRM","Once Upon a Farm","16.560","+0.040","+0.24%","695365213.68","799801","13261938.00","15.180","17.200","100","1000","16.500","16.520","16.880","16.275","1.90","-81.82%","3.66%","亏损","5.07%","-0.81%","+0.18%","+2.35%","-5.37%","-1.31%","-19.06%","+8.52%","-8.00%","-8.00%","包装食品"
"DGICA","多尼戈尔股份-A","18.730","-0.140","-0.74%","695244151.86","240013","4503239.00","15.910","20.700","100","100","18.840","18.870","18.995","18.500","2.25","0.00%","2.62%","8.591","1.38%","0.11%","-0.27%","-3.25%","-3.55%","+0.32%","+3.53%","+13.69%","+0.93%","-3.31%","财产和意外伤害保险"
"LPTH","LightPath Technologies","9.900","-0.210","-2.08%","693358894.80","4290162","42305865.00","9.870","9.890","100","100","10.175","10.110","10.300","9.630","1.17","0.00%","6.63%","亏损","6.19%","-0.10%","+0.25%","+7.61%","+2.70%","-23.96%","-23.85%","+4.32%","+36.74%","-8.33%","电子元件"
"UAMY","United States Antimony","4.630","+0.020","+0.43%","692969247.92","9113997","42206430.00","4.660","4.690","700","4200","4.680","4.610","4.695","4.560","1.96","-71.43%","2.93%","亏损","6.91%","-0.11%","-0.22%","-4.93%","-9.92%","-12.14%","-29.53%","-47.09%","-28.66%","-7.77%","其他工业金属与采矿"
"BLMN","Bloomin Brands","8.070","+0.020","+0.25%","690960800.19","3460697","27873588.00","7.860","8.220","300","1300","8.110","8.050","8.130","7.910","1.47","-62.50%","2.73%","80.700","4.63%","0.56%","-0.37%","-7.13%","-17.06%","-23.00%","-5.61%","+53.42%","+18.16%","+30.79%","餐厅"
"ZVRA","Zevra Therapeutics","11.610","-0.230","-1.94%","689445697.41","1481695","17275612.00","11.390","12.000","300","1900","11.760","11.840","11.930","11.520","1.62","-72.73%","3.46%","8.600","2.75%","-0.09%","+0.17%","-3.33%","-7.42%","-2.35%","-11.24%","+26.75%","+51.37%","+29.58%","生物技术"
"SGMT","Sagimet Biosciences","11.090","-0.080","-0.72%","689339461.77","1854065","20599732.00","10.980","11.370","300","2500","11.165","11.170","11.400","10.800","2.54","-78.57%","5.37%","亏损","3.32%","-0.36%","-1.07%","+1.93%","+1.56%","+8.94%","+60.03%","+126.79%","+70.09%","+87.33%","生物技术"
"CTKB","Cytek Biosciences","5.300","+0.090","+1.73%","688911240.90","2085867","10978942.00","4.920","5.490","500","1800","5.090","5.210","5.315","5.090","1.50","-56.52%","4.32%","亏损","2.03%","0.19%","+0.09%","+14.97%","+12.77%","+13.73%","+23.83%","+22.69%","+40.21%","+4.95%","医疗设备"
"MTC","海川证券","6.890","+0.330","+5.03%","686160017.79","76015","537108.00","6.500","6.850","800","100","6.590","6.560","7.500","6.500","1.94","77.78%","15.24%","亏损","0.08%","1.54%","+1.54%","+45.36%","+72.68%","+125.90%","+147.84%","+10.59%","+710.59%","+101.46%","资本市场"
